FIPS,c,s,sf
39145,Scioto County,Ohio,4789
39147,Seneca County,Ohio,4687
39149,Shelby County,Ohio,4682
39151,Stark County,Ohio,5662
39153,Summit County,Ohio,5920
39155,Trumbull County,Ohio,5287
39157,Tuscarawas County,Ohio,4878
39159,Union County,Ohio,5050
39161,Van Wert County,Ohio,4600
39163,Vinton County,Ohio,4833
39165,Warren County,Ohio,5156
39167,Washington County,Ohio,4833
39169,Wayne County,Ohio,5063
39171,Williams County,Ohio,4726
39173,Wood County,Ohio,5097
39175,Wyandot County,Ohio,4726
40001,Adair County,Okla.,9509
40003,Alfalfa County,Okla.,9211
40005,Atoka County,Okla.,11114
40007,Beaver County,Okla.,11467
40009,Beckham County,Okla.,11114
40011,Blaine County,Okla.,9509
40013,Bryan County,Okla.,11220
40015,Caddo County,Okla.,9211
40017,Canadian County,Okla.,8892
40019,Carter County,Okla.,9509
40021,Cherokee County,Okla.,9211
40023,Choctaw County,Okla.,11114
40025,Cimarron County,Okla.,11467
40027,Cleveland County,Okla.,8644
40029,Coal County,Okla.,11114
40031,Comanche County,Okla.,11114
40033,Cotton County,Okla.,9211
40035,Craig County,Okla.,9509
40037,Creek County,Okla.,8644
40039,Custer County,Okla.,11114
40041,Delaware County,Okla.,9211
40043,Dewey County,Okla.,9211
40045,Ellis County,Okla.,11467
40047,Garfield County,Okla.,9211
40049,Garvin County,Okla.,9211
40051,Grady County,Okla.,8892
40053,Grant County,Okla.,9211
40055,Greer County,Okla.,11114
40057,Harmon County,Okla.,11220
40059,Harper County,Okla.,11467
40061,Haskell County,Okla.,9509
40063,Hughes County,Okla.,9509
40065,Jackson County,Okla.,11220
40067,Jefferson County,Okla.,9509
40069,Johnston County,Okla.,11114
40071,Kay County,Okla.,11220
40073,Kingfisher County,Okla.,9509
40075,Kiowa County,Okla.,9509
40077,Latimer County,Okla.,11114
40079,Le Flore County,Okla.,11220
40081,Lincoln County,Okla.,8892
40083,Logan County,Okla.,8892
40085,Love County,Okla.,9509
40093,Major County,Okla.,9211
40095,Marshall County,Okla.,11220
40097,Mayes County,Okla.,9211
40087,McClain County,Okla.,8892
40089,McCurtain County,Okla.,11114
40091,McIntosh County,Okla.,9211
40099,Murray County,Okla.,11114
40101,Muskogee County,Okla.,9509
40103,Noble County,Okla.,9509
40105,Nowata County,Okla.,9211
40107,Okfuskee County,Okla.,9211
40109,Oklahoma County,Okla.,8644
40111,Okmulgee County,Okla.,8644
40113,Osage County,Okla.,8644
40115,Ottawa County,Okla.,9211
40117,Pawnee County,Okla.,8892
40119,Payne County,Okla.,11114
40121,Pittsburg County,Okla.,9211
40123,Pontotoc County,Okla.,9509
40125,Pottawatomie County,Okla.,9509
40127,Pushmataha County,Okla.,9509
40129,Roger Mills County,Okla.,11114
40131,Rogers County,Okla.,8644
40133,Seminole County,Okla.,9211
40135,Sequoyah County,Okla.,9211
40137,Stephens County,Okla.,11220
40139,Texas County,Okla.,11467
40141,Tillman County,Okla.,9509
40143,Tulsa County,Okla.,8644
40145,Wagoner County,Okla.,8644
40147,Washington County,Okla.,9610
40149,Washita County,Okla.,11220
40151,Woods County,Okla.,8743
40153,Woodward County,Okla.,11467
41001,Baker County,Ore.,4842
41003,Benton County,Ore.,5074
41005,Clackamas County,Ore.,4522
41007,Clatsop County,Ore.,4842
41009,Columbia County,Ore.,4705
41011,Coos County,Ore.,5260
41013,Crook County,Ore.,5260
41015,Curry County,Ore.,5344
41017,Deschutes County,Ore.,5260
41019,Douglas County,Ore.,4381
41021,Gilliam County,Ore.,4842
41023,Grant County,Ore.,4842
41025,Harney County,Ore.,4842
41027,Hood River County,Ore.,5074
41029,Jackson County,Ore.,4842
41031,Jefferson County,Ore.,4842
41033,Josephine County,Ore.,4381
41035,Klamath County,Ore.,4381
41037,Lake County,Ore.,4842
41039,Lane County,Ore.,5248
41041,Lincoln County,Ore.,4842
41043,Linn County,Ore.,5074
41045,Malheur County,Ore.,4842
41047,Marion County,Ore.,4681
41049,Morrow County,Ore.,4842
41051,Multnomah County,Ore.,4522
41053,Polk County,Ore.,4681
41055,Sherman County,Ore.,4842
41057,Tillamook County,Ore.,4842
41059,Umatilla County,Ore.,4842
41061,Union County,Ore.,5260
41063,Wallowa County,Ore.,4842
41065,Wasco County,Ore.,4842
41067,Washington County,Ore.,4522
41069,Wheeler County,Ore.,4842
41071,Yamhill County,Ore.,4989
42001,Adams County,Pa.,4867
42003,Allegheny County,Pa.,4587
42005,Armstrong County,Pa.,5167
42007,Beaver County,Pa.,4816
42009,Bedford County,Pa.,5080
42011,Berks County,Pa.,4867
42013,Blair County,Pa.,5622
42015,Bradford County,Pa.,5833
42017,Bucks County,Pa.,5336
42019,Butler County,Pa.,4816
42021,Cambria County,Pa.,5622
42023,Cameron County,Pa.,5500
42025,Carbon County,Pa.,5833
42027,Centre County,Pa.,4776
42029,Chester County,Pa.,5336
42031,Clarion County,Pa.,4846
42033,Clearfield County,Pa.,5500
42035,Clinton County,Pa.,5714
42037,Columbia County,Pa.,4914
42039,Crawford County,Pa.,4946
42041,Cumberland County,Pa.,4867
42043,Dauphin County,Pa.,4876
42045,Delaware County,Pa.,5336
42047,Elk County,Pa.,4846
42049,Erie County,Pa.,4606
42051,Fayette County,Pa.,5167
42053,Forest County,Pa.,4846
42055,Franklin County,Pa.,4433
42057,Fulton County,Pa.,4867
42059,Greene County,Pa.,5167
42061,Huntingdon County,Pa.,5500
42063,Indiana County,Pa.,5167
42065,Jefferson County,Pa.,5500
42067,Juniata County,Pa.,4914
42069,Lackawanna County,Pa.,5714
42071,Lancaster County,Pa.,4867
42073,Lawrence County,Pa.,5167
42075,Lebanon County,Pa.,4867
42077,Lehigh County,Pa.,4979
42079,Luzerne County,Pa.,5714
42081,Lycoming County,Pa.,5714
42083,McKean County,Pa.,4946
42085,Mercer County,Pa.,5167
42087,Mifflin County,Pa.,4914
42089,Monroe County,Pa.,5714
42091,Montgomery County,Pa.,5336
42093,Montour County,Pa.,4914
42095,Northampton County,Pa.,4979
42097,Northumberland County,Pa.,4914
42099,Perry County,Pa.,4876
42101,Philadelphia County,Pa.,5336
42103,Pike County,Pa.,5833
42105,Potter County,Pa.,5500
42107,Schuylkill County,Pa.,4914
42109,Snyder County,Pa.,4914
42111,Somerset County,Pa.,5622
42113,Sullivan County,Pa.,5833
42115,Susquehanna County,Pa.,5714
42117,Tioga County,Pa.,5833
42119,Union County,Pa.,4914
42121,Venango County,Pa.,5080
42123,Warren County,Pa.,4946
42125,Washington County,Pa.,4816
42127,Wayne County,Pa.,5714
42129,Westmoreland County,Pa.,4816
42131,Wyoming County,Pa.,5714
42133,York County,Pa.,4867
45001,Abbeville County,S.C.,5139
45003,Aiken County,S.C.,5139
45005,Allendale County,S.C.,5139
45007,Anderson County,S.C.,5139
45009,Bamberg County,S.C.,5139
45011,Barnwell County,S.C.,5139
45013,Beaufort County,S.C.,5139
45015,Berkeley County,S.C.,5230
45017,Calhoun County,S.C.,5230
45019,Charleston County,S.C.,5230
45021,Cherokee County,S.C.,5139
45023,Chester County,S.C.,5139
45025,Chesterfield County,S.C.,5139
45027,Clarendon County,S.C.,5139
45029,Colleton County,S.C.,5139
45031,Darlington County,S.C.,5139
45033,Dillon County,S.C.,5139
45035,Dorchester County,S.C.,5230
45037,Edgefield County,S.C.,5139
45039,Fairfield County,S.C.,5230
45041,Florence County,S.C.,5230
45043,Georgetown County,S.C.,5139
45045,Greenville County,S.C.,5230
45047,Greenwood County,S.C.,5139
45049,Hampton County,S.C.,5139
45051,Horry County,S.C.,5139
45053,Jasper County,S.C.,5139
45055,Kershaw County,S.C.,5230
45057,Lancaster County,S.C.,5230
45059,Laurens County,S.C.,5139
45061,Lee County,S.C.,5139
45063,Lexington County,S.C.,5230
45067,Marion County,S.C.,5139
45069,Marlboro County,S.C.,5139
45065,McCormick County,S.C.,5139
45071,Newberry County,S.C.,5230
45073,Oconee County,S.C.,5139
45075,Orangeburg County,S.C.,5230
45077,Pickens County,S.C.,5139
45079,Richland County,S.C.,5230
45081,Saluda County,S.C.,5139
45083,Spartanburg County,S.C.,5230
45085,Sumter County,S.C.,5230
45087,Union County,S.C.,5139
45089,Williamsburg County,S.C.,5139
45091,York County,S.C.,5230
46003,Aurora County,S.D.,5632
46005,Beadle County,S.D.,5632
46007,Bennett County,S.D.,5632
46009,Bon Homme County,S.D.,5632
46011,Brookings County,S.D.,5632
46013,Brown County,S.D.,5600
46015,Brule County,S.D.,5632
46017,Buffalo County,S.D.,5632
46019,Butte County,S.D.,5632
46021,Campbell County,S.D.,5632
46023,Charles Mix County,S.D.,5632
46025,Clark County,S.D.,5632
46027,Clay County,S.D.,5632
46029,Codington County,S.D.,5632
46031,Corson County,S.D.,5632
46033,Custer County,S.D.,5632
46035,Davison County,S.D.,5632
46037,Day County,S.D.,5632
46039,Deuel County,S.D.,5632
46041,Dewey County,S.D.,5632
46043,Douglas County,S.D.,5632
46045,Edmunds County,S.D.,5600
46047,Fall River County,S.D.,5632
46049,Faulk County,S.D.,5632
46051,Grant County,S.D.,5632
46053,Gregory County,S.D.,5632
46055,Haakon County,S.D.,5632
46057,Hamlin County,S.D.,5632
46059,Hand County,S.D.,5632
46061,Hanson County,S.D.,5632
46063,Harding County,S.D.,5632
46065,Hughes County,S.D.,5632
46067,Hutchinson County,S.D.,5632
46069,Hyde County,S.D.,5632
46071,Jackson County,S.D.,5632
46073,Jerauld County,S.D.,5632
46075,Jones County,S.D.,5632
46077,Kingsbury County,S.D.,5632
46079,Lake County,S.D.,5632
46081,Lawrence County,S.D.,5632
46083,Lincoln County,S.D.,5600
46085,Lyman County,S.D.,5632
46091,Marshall County,S.D.,5600
46087,McCook County,S.D.,5600
46089,McPherson County,S.D.,5600
46093,Meade County,S.D.,5632
46095,Mellette County,S.D.,5632
46097,Miner County,S.D.,5632
46099,Minnehaha County,S.D.,5600
46101,Moody County,S.D.,5632
46103,Pennington County,S.D.,5632
46105,Perkins County,S.D.,5632
46107,Potter County,S.D.,5632
46109,Roberts County,S.D.,5632
46111,Sanborn County,S.D.,5632
46113,Shannon County,S.D.,5632
46115,Spink County,S.D.,5632
46117,Stanley County,S.D.,5632
46119,Sully County,S.D.,5632
46121,Todd County,S.D.,5632
46123,Tripp County,S.D.,5632
46125,Turner County,S.D.,5600
46127,Union County,S.D.,5632
46129,Walworth County,S.D.,5632
46135,Yankton County,S.D.,5632
46137,Ziebach County,S.D.,5632
47001,Anderson County,Tenn.,5449
47003,Bedford County,Tenn.,5496
47005,Benton County,Tenn.,5496
47007,Bledsoe County,Tenn.,5441
47009,Blount County,Tenn.,5449
47011,Bradley County,Tenn.,5441
47013,Campbell County,Tenn.,5449
47015,Cannon County,Tenn.,5496
47017,Carroll County,Tenn.,5496
47019,Carter County,Tenn.,5496
47021,Cheatham County,Tenn.,5621
47023,Chester County,Tenn.,5496
47025,Claiborne County,Tenn.,5449
47027,Clay County,Tenn.,5496
47029,Cocke County,Tenn.,5449
47031,Coffee County,Tenn.,5496
47033,Crockett County,Tenn.,5496
47035,Cumberland County,Tenn.,5496
47037,Davidson County,Tenn.,5621
47039,Decatur County,Tenn.,5496
47041,DeKalb County,Tenn.,5496
47043,Dickson County,Tenn.,5496
47045,Dyer County,Tenn.,5496
47047,Fayette County,Tenn.,5621
47049,Fentress County,Tenn.,5496
47051,Franklin County,Tenn.,5441
47053,Gibson County,Tenn.,5496
47055,Giles County,Tenn.,5496
47057,Grainger County,Tenn.,5449
47059,Greene County,Tenn.,5496
47061,Grundy County,Tenn.,5441
47063,Hamblen County,Tenn.,5449
47065,Hamilton County,Tenn.,5441
47067,Hancock County,Tenn.,5496
47069,Hardeman County,Tenn.,5496
47071,Hardin County,Tenn.,5496
47073,Hawkins County,Tenn.,5496
47075,Haywood County,Tenn.,5621
47077,Henderson County,Tenn.,5496
47079,Henry County,Tenn.,5496
47081,Hickman County,Tenn.,5496
47083,Houston County,Tenn.,5496
47085,Humphreys County,Tenn.,5496
47087,Jackson County,Tenn.,5496
47089,Jefferson County,Tenn.,5449
47091,Johnson County,Tenn.,5496
47093,Knox County,Tenn.,5449
47095,Lake County,Tenn.,5496
47097,Lauderdale County,Tenn.,5621
47099,Lawrence County,Tenn.,5496
47101,Lewis County,Tenn.,5496
47103,Lincoln County,Tenn.,5496
47105,Loudon County,Tenn.,5449
47111,Macon County,Tenn.,5496
47113,Madison County,Tenn.,5496
47115,Marion County,Tenn.,5441
47117,Marshall County,Tenn.,5496
47119,Maury County,Tenn.,5496
47107,McMinn County,Tenn.,5441
47109,McNairy County,Tenn.,5496
47121,Meigs County,Tenn.,5441
47123,Monroe County,Tenn.,5449
47125,Montgomery County,Tenn.,5621
47127,Moore County,Tenn.,5496
47129,Morgan County,Tenn.,5449
47131,Obion County,Tenn.,5496
47133,Overton County,Tenn.,5496
47135,Perry County,Tenn.,5496
47137,Pickett County,Tenn.,5496
47139,Polk County,Tenn.,5441
47141,Putnam County,Tenn.,5496
47143,Rhea County,Tenn.,5441
47145,Roane County,Tenn.,5449
47147,Robertson County,Tenn.,5621
47149,Rutherford County,Tenn.,5621
47151,Scott County,Tenn.,5449
47153,Sequatchie County,Tenn.,5441
47155,Sevier County,Tenn.,5449
47157,Shelby County,Tenn.,5621
47159,Smith County,Tenn.,5496
47161,Stewart County,Tenn.,5496
47163,Sullivan County,Tenn.,5496
47165,Sumner County,Tenn.,5621
47167,Tipton County,Tenn.,5621
47169,Trousdale County,Tenn.,5621
47171,Unicoi County,Tenn.,5496
47173,Union County,Tenn.,5449
47175,Van Buren County,Tenn.,5496
47177,Warren County,Tenn.,5496
47179,Washington County,Tenn.,5496
47181,Wayne County,Tenn.,5496
47183,Weakley County,Tenn.,5496
47185,White County,Tenn.,5496
47187,Williamson County,Tenn.,5621
47189,Wilson County,Tenn.,5621
48001,Anderson County,Texas,11467
48003,Andrews County,Texas,10400
48005,Angelina County,Texas,11467
48007,Aransas County,Texas,9560
48009,Archer County,Texas,9975
48011,Armstrong County,Texas,9311
48013,Atascosa County,Texas,8817
48015,Austin County,Texas,7544
48017,Bailey County,Texas,10400
48019,Bandera County,Texas,7807
48021,Bastrop County,Texas,7641
48023,Baylor County,Texas,11467
48025,Bee County,Texas,10422
48027,Bell County,Texas,7384
48029,Bexar County,Texas,7415
48031,Blanco County,Texas,7812
48033,Borden County,Texas,10400
48035,Bosque County,Texas,8573
48037,Bowie County,Texas,9975
48039,Brazoria County,Texas,6986
48041,Brazos County,Texas,7459
48043,Brewster County,Texas,10400
48045,Briscoe County,Texas,10400
48047,Brooks County,Texas,8276
48049,Brown County,Texas,11467
48051,Burleson County,Texas,8100
48053,Burnet County,Texas,7721
48055,Caldwell County,Texas,7641
48057,Calhoun County,Texas,9975
48059,Callahan County,Texas,9311
48061,Cameron County,Texas,7361
48063,Camp County,Texas,11467
48065,Carson County,Texas,9311
48067,Cass County,Texas,11467
48069,Castro County,Texas,10400
48071,Chambers County,Texas,7331
48073,Cherokee County,Texas,11467
48075,Childress County,Texas,10400
48077,Clay County,Texas,9975
48079,Cochran County,Texas,10400
48081,Coke County,Texas,8573
48083,Coleman County,Texas,8573
48085,Collin County,Texas,6654
48087,Collingsworth County,Texas,10400
48089,Colorado County,Texas,10225
48091,Comal County,Texas,7271
48093,Comanche County,Texas,10400
48095,Concho County,Texas,9030
48097,Cooke County,Texas,8555
48099,Coryell County,Texas,7724
48101,Cottle County,Texas,10400
48103,Crane County,Texas,10400
48105,Crockett County,Texas,9030
48107,Crosby County,Texas,9311
48109,Culberson County,Texas,11467
48111,Dallam County,Texas,10400
48113,Dallas County,Texas,6654
48115,Dawson County,Texas,10400
48123,DeWitt County,Texas,11467
48117,Deaf Smith County,Texas,10400
48119,Delta County,Texas,9975
48121,Denton County,Texas,7375
48125,Dickens County,Texas,10400
48127,Dimmit County,Texas,11467
48129,Donley County,Texas,10400
48131,Duval County,Texas,11467
48133,Eastland County,Texas,10400
48135,Ector County,Texas,9311
48137,Edwards County,Texas,11467
48141,El Paso County,Texas,7350
48139,Ellis County,Texas,7347
48143,Erath County,Texas,7475
48145,Falls County,Texas,8020
48147,Fannin County,Texas,8555
48149,Fayette County,Texas,7783
48151,Fisher County,Texas,10400
48153,Floyd County,Texas,10400
48155,Foard County,Texas,11467
48157,Fort Bend County,Texas,7104
48159,Franklin County,Texas,11467
48161,Freestone County,Texas,8573
48163,Frio County,Texas,11467
48165,Gaines County,Texas,10400
48167,Galveston County,Texas,6986
48169,Garza County,Texas,10400
48171,Gillespie County,Texas,11467
48173,Glasscock County,Texas,10400
48175,Goliad County,Texas,9975
48177,Gonzales County,Texas,11467
48179,Gray County,Texas,10400
48181,Grayson County,Texas,8085
48183,Gregg County,Texas,9975
48185,Grimes County,Texas,7720
48187,Guadalupe County,Texas,7484
48189,Hale County,Texas,10400
48191,Hall County,Texas,10400
48193,Hamilton County,Texas,8573
48195,Hansford County,Texas,10400
48197,Hardeman County,Texas,11467
48199,Hardin County,Texas,9273
48201,Harris County,Texas,6739
48203,Harrison County,Texas,11467
48205,Hartley County,Texas,10400
48207,Haskell County,Texas,10400
48209,Hays County,Texas,7204
48211,Hemphill County,Texas,10400
48213,Henderson County,Texas,8555
48215,Hidalgo County,Texas,7419
48217,Hill County,Texas,8573
48219,Hockley County,Texas,10400
48221,Hood County,Texas,7707
48223,Hopkins County,Texas,11467
48225,Houston County,Texas,10400
48227,Howard County,Texas,10400
48229,Hudspeth County,Texas,11467
48231,Hunt County,Texas,7472
48233,Hutchinson County,Texas,10400
48235,Irion County,Texas,8442
48237,Jack County,Texas,11467
48239,Jackson County,Texas,11467
48241,Jasper County,Texas,10225
48243,Jeff Davis County,Texas,11467
48245,Jefferson County,Texas,7267
48247,Jim Hogg County,Texas,11467
48249,Jim Wells County,Texas,10422
48251,Johnson County,Texas,7447
48253,Jones County,Texas,9311
48255,Karnes County,Texas,11467
48257,Kaufman County,Texas,8085
48259,Kendall County,Texas,7807
48261,Kenedy County,Texas,11467
48263,Kent County,Texas,10400
48265,Kerr County,Texas,11467
48267,Kimble County,Texas,9030
48269,King County,Texas,10400
48271,Kinney County,Texas,11467
48273,Kleberg County,Texas,10422
48275,Knox County,Texas,10400
48283,La Salle County,Texas,11467
48277,Lamar County,Texas,11467
48279,Lamb County,Texas,10400
48281,Lampasas County,Texas,7724
48285,Lavaca County,Texas,11467
48287,Lee County,Texas,7661
48289,Leon County,Texas,8573
48291,Liberty County,Texas,8164
48293,Limestone County,Texas,8020
48295,Lipscomb County,Texas,10400
48297,Live Oak County,Texas,11467
48299,Llano County,Texas,8020
48301,Loving County,Texas,10400
48303,Lubbock County,Texas,9311
48305,Lynn County,Texas,10400
48313,Madison County,Texas,8573
48315,Marion County,Texas,11467
48317,Martin County,Texas,10400
48319,Mason County,Texas,9030
48321,Matagorda County,Texas,10225
48323,Maverick County,Texas,11467
48307,McCulloch County,Texas,8573
48309,McLennan County,Texas,7439
48311,McMullen County,Texas,11467
48325,Medina County,Texas,8817
48327,Menard County,Texas,9030
48329,Midland County,Texas,9311
48331,Milam County,Texas,8573
48333,Mills County,Texas,8573
48335,Mitchell County,Texas,10400
48337,Montague County,Texas,11467
48339,Montgomery County,Texas,7104
48341,Moore County,Texas,10400
48343,Morris County,Texas,11467
48345,Motley County,Texas,10400
48347,Nacogdoches County,Texas,11467
48349,Navarro County,Texas,8175
48351,Newton County,Texas,11467
48353,Nolan County,Texas,10400
48355,Nueces County,Texas,8388
48357,Ochiltree County,Texas,10400
48359,Oldham County,Texas,10400
48361,Orange County,Texas,8077
48363,Palo Pinto County,Texas,8238
48365,Panola County,Texas,11467
48367,Parker County,Texas,7873
48369,Parmer County,Texas,10400
48371,Pecos County,Texas,10400
48373,Polk County,Texas,11467
48375,Potter County,Texas,9311
48377,Presidio County,Texas,11467
48379,Rains County,Texas,11467
48381,Randall County,Texas,9311
48383,Reagan County,Texas,8573
48385,Real County,Texas,11467
48387,Red River County,Texas,11467
48389,Reeves County,Texas,10400
48391,Refugio County,Texas,10422
48393,Roberts County,Texas,10400
48395,Robertson County,Texas,8100
48397,Rockwall County,Texas,7347
48399,Runnels County,Texas,8573
48401,Rusk County,Texas,9975
48403,Sabine County,Texas,11467
48405,San Augustine County,Texas,11467
48407,San Jacinto County,Texas,8164
48409,San Patricio County,Texas,8333
48411,San Saba County,Texas,8573
48413,Schleicher County,Texas,9030
48415,Scurry County,Texas,10400
48417,Shackelford County,Texas,10400
48419,Shelby County,Texas,11467
48421,Sherman County,Texas,10400
48423,Smith County,Texas,9975
48425,Somervell County,Texas,7475
48427,Starr County,Texas,9200
48429,Stephens County,Texas,10400
48431,Sterling County,Texas,9030
48433,Stonewall County,Texas,10400
48435,Sutton County,Texas,9030
48437,Swisher County,Texas,10400
48439,Tarrant County,Texas,7042
48441,Taylor County,Texas,9311
48443,Terrell County,Texas,11467
48445,Terry County,Texas,10400
48447,Throckmorton County,Texas,10400
48449,Titus County,Texas,11467
48451,Tom Green County,Texas,8442
48453,Travis County,Texas,7204
48455,Trinity County,Texas,11467
48457,Tyler County,Texas,10225
48459,Upshur County,Texas,9975
48461,Upton County,Texas,10400
48463,Uvalde County,Texas,11467
48465,Val Verde County,Texas,11467
48467,Van Zandt County,Texas,11467
48469,Victoria County,Texas,9975
48471,Walker County,Texas,7720
48473,Waller County,Texas,6940
48475,Ward County,Texas,10400
48477,Washington County,Texas,7720
48479,Webb County,Texas,8380
48481,Wharton County,Texas,10225
48483,Wheeler County,Texas,10400
48485,Wichita County,Texas,9975
48487,Wilbarger County,Texas,11467
48489,Willacy County,Texas,8355
48491,Williamson County,Texas,7204
48493,Wilson County,Texas,8817
48495,Winkler County,Texas,10400
48497,Wise County,Texas,7472
48499,Wood County,Texas,11467
48501,Yoakum County,Texas,10400
48503,Young County,Texas,11467
48505,Zapata County,Texas,11467
48507,Zavala County,Texas,11467
49001,Beaver County,Utah,4807
49003,Box Elder County,Utah,4790
49005,Cache County,Utah,4807
49007,Carbon County,Utah,4891
49009,Daggett County,Utah,4891
49011,Davis County,Utah,4838
49013,Duchesne County,Utah,4807
49015,Emery County,Utah,4891
49017,Garfield County,Utah,4807
49019,Grand County,Utah,4891
49021,Iron County,Utah,4807
49023,Juab County,Utah,4807
49025,Kane County,Utah,4891
49027,Millard County,Utah,4807
49029,Morgan County,Utah,4790
49031,Piute County,Utah,4807
49033,Rich County,Utah,4891
49035,Salt Lake County,Utah,4838
49037,San Juan County,Utah,4891
49039,Sanpete County,Utah,4807
49041,Sevier County,Utah,4807
49043,Summit County,Utah,4790
49045,Tooele County,Utah,4790
49047,Uintah County,Utah,4807
49049,Utah County,Utah,4726
49051,Wasatch County,Utah,4790
49053,Washington County,Utah,4807
49055,Wayne County,Utah,4807
49057,Weber County,Utah,4726
51001,Accomack County,Va.,5067
51003,Albemarle County,Va.,5488
51510,Alexandria city,Va.,4400
51005,Alleghany County,Va.,5067
51007,Amelia County,Va.,5425
51009,Amherst County,Va.,5275
51011,Appomattox County,Va.,5275
51013,Arlington County,Va.,4400
51015,Augusta County,Va.,5488
51017,Bath County,Va.,5067
51019,Bedford County,Va.,5570
51515,Bedford city,Va.,5570
51021,Bland County,Va.,5488
51023,Botetourt County,Va.,5488
51520,Bristol city,Va.,4914
51025,Brunswick County,Va.,5067
51027,Buchanan County,Va.,5067
51029,Buckingham County,Va.,5275
51530,Buena Vista city,Va.,5067
51031,Campbell County,Va.,5275
51033,Caroline County,Va.,4656
51035,Carroll County,Va.,5488
51036,Charles City County,Va.,5067
51037,Charlotte County,Va.,5275
51540,Charlottesville city,Va.,5488
51550,Chesapeake city,Va.,5067
51041,Chesterfield County,Va.,5425
51043,Clarke County,Va.,4914
51570,Colonial Heights city,Va.,5067
51580,Covington city,Va.,5067
51045,Craig County,Va.,5488
51047,Culpeper County,Va.,4656
51049,Cumberland County,Va.,5275
51590,Danville city,Va.,5133
51051,Dickenson County,Va.,5067
51053,Dinwiddie County,Va.,5067
51595,Emporia city,Va.,5067
51057,Essex County,Va.,5488
51059,Fairfax County,Va.,4467
51600,Fairfax city,Va.,4400
51610,Falls Church city,Va.,4400
51061,Fauquier County,Va.,4322
51063,Floyd County,Va.,5488
51065,Fluvanna County,Va.,5488
51067,Franklin County,Va.,5488
51620,Franklin city,Va.,5067
51069,Frederick County,Va.,5067
51630,Fredericksburg city,Va.,4590
51640,Galax city,Va.,5488
51071,Giles County,Va.,5488
51073,Gloucester County,Va.,5488
51075,Goochland County,Va.,5425
51077,Grayson County,Va.,5067
51079,Greene County,Va.,5488
51081,Greensville County,Va.,5067
51083,Halifax County,Va.,5275
51650,Hampton city,Va.,5488
51085,Hanover County,Va.,4991
51660,Harrisonburg city,Va.,5067
51087,Henrico County,Va.,5425
51089,Henry County,Va.,5425
51091,Highland County,Va.,5067
51670,Hopewell city,Va.,5067
51093,Isle of Wight County,Va.,5488
51095,James City County,Va.,5488
51097,King and Queen County,Va.,5488
51099,King George County,Va.,4656
51101,King William County,Va.,5067
51103,Lancaster County,Va.,5488
51105,Lee County,Va.,5067
51678,Lexington city,Va.,5488
51107,Loudoun County,Va.,4467
51109,Louisa County,Va.,4656
51111,Lunenburg County,Va.,5275
51680,Lynchburg city,Va.,5275
51113,Madison County,Va.,5067
51683,Manassas city,Va.,4322
51685,Manassas Park city,Va.,4322
51690,Martinsville city,Va.,5425
51115,Mathews County,Va.,5488
51117,Mecklenburg County,Va.,5275
51119,Middlesex County,Va.,5488
51121,Montgomery County,Va.,5488
51125,Nelson County,Va.,5570
51127,New Kent County,Va.,5425
51700,Newport News city,Va.,5488
51710,Norfolk city,Va.,5067
51131,Northampton County,Va.,5067
51133,Northumberland County,Va.,5488
51720,Norton city,Va.,5067
51135,Nottoway County,Va.,5275
51137,Orange County,Va.,4656
51139,Page County,Va.,5067
51141,Patrick County,Va.,5067
51730,Petersburg city,Va.,5067
51143,Pittsylvania County,Va.,5133
51735,Poquoson city,Va.,5067
51740,Portsmouth city,Va.,5067
51145,Powhatan County,Va.,5425
51147,Prince Edward County,Va.,5275
51149,Prince George County,Va.,5067
51153,Prince William County,Va.,4115
51155,Pulaski County,Va.,5488
51750,Radford city,Va.,5488
51157,Rappahannock County,Va.,5067
51159,Richmond County,Va.,5067
51760,Richmond city,Va.,5425
51161,Roanoke County,Va.,5488
51770,Roanoke city,Va.,5488
51163,Rockbridge County,Va.,5067
51165,Rockingham County,Va.,5067
51167,Russell County,Va.,5067
51775,Salem city,Va.,5488
51169,Scott County,Va.,4914
51171,Shenandoah County,Va.,5067
51173,Smyth County,Va.,5067
51175,Southampton County,Va.,5067
51177,Spotsylvania County,Va.,4590
51179,Stafford County,Va.,4590
51790,Staunton city,Va.,5488
51800,Suffolk city,Va.,5067
51181,Surry County,Va.,5067
51183,Sussex County,Va.,5067
51185,Tazewell County,Va.,5488
51810,Virginia Beach city,Va.,5067
51187,Warren County,Va.,4914
51191,Washington County,Va.,4914
51820,Waynesboro city,Va.,5488
51193,Westmoreland County,Va.,4656
51830,Williamsburg city,Va.,5488
51840,Winchester city,Va.,5067
51195,Wise County,Va.,5067
51197,Wythe County,Va.,5488
51199,York County,Va.,5488
55001,Adams County,Wis.,6256
55003,Ashland County,Wis.,5717
55005,Barron County,Wis.,5767
55007,Bayfield County,Wis.,5717
55009,Brown County,Wis.,5226
55011,Buffalo County,Wis.,5814
55013,Burnett County,Wis.,5717
55015,Calumet County,Wis.,4953
55017,Chippewa County,Wis.,5767
55019,Clark County,Wis.,5738
55021,Columbia County,Wis.,6395
55023,Crawford County,Wis.,6386
55025,Dane County,Wis.,6474
55027,Dodge County,Wis.,5866
55029,Door County,Wis.,5226
55031,Douglas County,Wis.,5717
55033,Dunn County,Wis.,5767
55035,Eau Claire County,Wis.,5767
